ma_bds,address,total_price,price_per_m2,loại hình,chiều ngang,chiều dài,hướng cửa chính,số phòng ngủ,số phòng tắm,số tầng,diện tích đất công nhận,diện tích sử dụng,đường trước nhà,property_type,area_calculated,latitude,longitude,center_distance_km,địa chỉ chi tiết,diện tích tim tường,nội thất,tên dự án / tòa nhà,tình trạng sử dụng
8SUEV3,"132 đường số 6, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",13500000.0,108.0,Nhà mặt tiền,5m,25m,Đông Bắc,5.0,6.0,4.0,125m²,276.40m²,24m,street house,125000.0,10.84853627542823,106.76860284266677,10.757355675194932,,,,,
3SV36Q,"223 Phan Đình Phùng, P.15, Q.Phú Nhuận, TP.HCM",24500000.0,353.53,Nhà mặt tiền,3.4m,20.4m,Đông Bắc,4.0,5.0,6.0,69.30m²,300.90m²,20m,street house,69301.04941589116,10.808945529387573,106.688959450573,3.40831080264306,,,,,
AH1CMY,"157 đường số 4, P.Phước Bình, TP.Thủ Đức, TP.HCM",10650000.0,118.86,Nhà mặt tiền,4m,27.3m,Tây Bắc,2.0,1.0,1.0,89.60m²,42.90m²,8m,street house,89601.21150933871,10.850939811124896,106.7428602160447,9.215366077019723,,,,,
6QJ5K8,"30-32 đường số 31, P.10, Q.6, TP.HCM",23500000.0,182.59,Nhà mặt tiền,8m,15.7m,Tây,10.0,6.0,4.0,128.70m²,425.90m²,12m,street house,128703.65299304452,10.755861438154499,106.62552499308269,8.46352032487015,,,,,
UYA0MS,"406 Lê Quang Định, P.11, Q.Bình Thạnh, TP.HCM",16500000.0,291.51,Nhà mặt tiền,3.6m,19.8m,Tây Nam,9.0,9.0,6.0,56.60m²,279.50m²,15m,street house,56601.83184110322,10.817124894595647,106.7147374498166,4.473344390566975,,,,,
1QVFG6,"33 Lê Công Phép, P.An Lạc, Q.Bình Tân, TP.HCM",9800000.0,146.05,Nhà mặt tiền,4.4m,18.1m,Tây Bắc,4.0,5.0,4.0,67.10m²,208.20m²,8m,street house,67100.3081136597,10.766431965755215,106.61433788724356,9.379606101152397,,,,,
UAHXRS,"112 Ca Văn Thỉnh, P.13, Q.Tân Bình, TP.HCM",16900000.0,315.29,Nhà mặt tiền,4m,13.4m,Tây Nam,14.0,14.0,6.0,53.60m²,304.50m²,10m,street house,53601.44628754479,10.790695408275928,106.64594200348442,5.929902325488346,,,,,
W0C9DR,"124 Trần Thị Điệu, P.Phước Long B, TP.Thủ Đức, TP.HCM",10300000.0,121.31,Nhà mặt tiền,4.65m,22.44m,Nam,3.0,4.0,3.0,84.90m²,205.32m²,5m,street house,84906.4380512736,10.84947332569409,106.75072757263597,9.559487327872201,,,,,
GTQRJ2,"190/1C Quang Hùng 3, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",4500000.0,56.32,Nhà mặt tiền,4m,20.05m,Đông Bắc,2.0,1.0,2.0,79.90m²,96.70m²,5m,street house,79900.56818181818,10.876399128721696,106.59689609903106,15.457556811355985,,,,,
37PRTQ,"86 đường số 17, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",6600000.0,58.87,Nhà mặt tiền,4.1m,23.18m,Tây Nam,2.0,3.0,3.0,112.10m²,153.66m²,10m,street house,112111.4319687447,10.855856128675681,106.74931354943492,10.051956319827017,,,,,
JG6ZG0,"Trần Đại Nghĩa, P.Tân Tạo A, Q.Bình Tân, TP.HCM",15950000.0,0.0,Nhà mặt tiền,6.1m,22.6m,Tây Nam,2.0,2.0,2.0,63.30m²,115.30m²,10m,street house,inf,10.776751554693872,106.58960457038461,11.972170869174331,,,,,
AKN10Y,"Phùng Văn Cung, P.2, Q.Phú Nhuận, TP.HCM",11950000.0,267.93,Nhà mặt tiền,4.76m,10.55m,Đông Bắc,2.0,2.0,2.0,44.60m²,89.20m²,10m,street house,44601.20180644198,10.805641446602309,106.67776518515525,3.6860974658869914,,,,,
U7PJMS,"1319 Lê Đức Thọ, P.15, Q.Gò Vấp, TP.HCM",12300000.0,188.65,Nhà mặt tiền,4.73m,13.33m,Đông Bắc,4.0,5.0,5.0,65.20m²,,30m,street house,65200.106016432546,10.829134007705576,106.67110564755053,6.2546909191294375,,,,,
7HN2TA,"Công Chúa Ngọc Hân, P.10, Q.11, TP.HCM",10000000.0,249.37,Nhà mặt tiền,3m,16.2m,Đông Bắc,5.0,4.0,4.0,40.10m²,146m²,10m,street house,40101.0546577375,10.7734806132776,106.70196786022491,0.7679031500921352,,,,,
PZHB7G,"Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",18500000.0,310.4,Nhà mặt tiền,4.1m,38.65m,Đông Bắc,6.0,5.0,5.0,59.60m²,204.28m²,15m,street house,59600.51546391753,10.771097079602422,106.59442680914016,11.480465972948002,,,,,
9ZW0DP,"214 Nguyễn Thái Bình, P.12, Q.Tân Bình, TP.HCM",24500000.0,322.36,Nhà mặt tiền,5m,15.2m,Đông Nam,4.0,4.0,3.0,76m²,236m²,8m,street house,76001.98535798486,10.796917828580705,106.6410513109958,6.6177621823090185,,,,,
5D94Q7,"Đường Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, TP.HCM",11000000.0,310.73,Nhà mặt tiền,4.75m,12.05m,Đông Bắc,2.0,1.0,2.0,35.40m²,69.90m²,10m,street house,35400.50848003089,10.811722316593896,106.72328048959838,4.4175346673921645,,,,,
J2KYX0,"2012 Lê Văn Lương, Xã Nhơn Đức, H.Nhà Bè, TP.HCM",7900000.0,35.61,Nhà mặt tiền,7.83m,29.75m,Đông Nam,1.0,1.0,1.0,221.80m²,72.50m²,6m,street house,221847.79556304408,10.701351368985172,106.72515012305064,9.134169267333856,,,,,
UA3FVS,"54 Thới An 12, khu phố 3, P.Thới An, Q.12, TP.HCM",5100000.0,69.48,Nhà mặt tiền,4m,22.3m,Đông,2.0,1.0,1.0,73.40m²,54.80m²,4m,street house,73402.41796200346,10.78399001044153,106.69999747266614,0.4770612232368965,,,,,
YCE2HD,"641 An Dương Vương, khu phố 14, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",7150000.0,99.67,Nhà mặt tiền,5m,15m,Đông Nam,5.0,4.0,4.0,71.73m²,190m²,,street house,71736.7312130029,10.7775388877286,106.61239697214698,9.477943529565058,,,,,
2M03TZ,"39 Trần Thủ Độ, P.Phú Thạnh, Q.Tân Phú, TP.HCM",8500000.0,133.64,Nhà mặt tiền,3.95m,20.5m,Bắc,2.0,2.0,2.0,63.60m²,,12m,street house,63603.71146363365,10.801146007809294,106.61961632369821,9.00045946584778,,,,,
Q5647U,"72A Kênh Nước Đen, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",12500000.0,158.83,Nhà mặt tiền,10.49m,9.26m,Nam,3.0,5.0,4.0,78.70m²,202.60m²,10m,street house,78700.49738714348,10.768283323054055,106.59084608742045,11.900053396540692,,,,,
U76UUS,"Trần Bá Giao, P.5, Q.Gò Vấp, TP.HCM",14200000.0,167.65,Nhà mặt tiền,3.95m,21.66m,Tây,4.0,4.0,4.0,84.70m²,234.70m²,10m,street house,84700.26841634358,10.830644630985194,106.68793933786971,5.7549619108690635,,,,,
SD4JQ5,"72A Hồ Văn Huê, P.9, Q.Phú Nhuận, TP.HCM",10200000.0,393.82,Nhà mặt tiền,3.45m,7.5m,Tây Bắc,2.0,3.0,3.0,25.90m²,72.50m²,10m,street house,25900.15743232949,10.790485143867697,106.67949362586225,2.4423428819210646,,,,,
Q5AAGU,"67 đường số 359, P.Phước Long B, TP.Thủ Đức, TP.HCM",4800000.0,147.23,Nhà mặt tiền,4.05m,11.83m,Tây Nam,2.0,2.0,2.0,32.60m²,65.20m²,4m,street house,32602.051212388782,10.86281012600918,106.7589176178439,11.279669410215575,,,,,
6U6C78,"707 Tân Kỳ Tân Qúy, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",26000000.0,174.02,Nhà mặt tiền,5.81m,25.21m,Tây Bắc,1.0,1.0,2.0,149.40m²,168.20m²,10.5m,street house,149408.11400988392,10.753563042726215,106.61404273560068,9.73709306102607,,,,,
1UE0K6,"12 Đặng Minh Trứ, P.10, Q.Tân Bình, TP.HCM",8800000.0,162.96,Nhà mặt tiền,5.6m,14m,Tây Bắc,1.0,1.0,1.0,54m²,,,street house,54000.98183603338,10.812544783850642,106.66520107806846,5.178451070315495,,,,,
02BS29,"Đường Gò Dầu, P.Tân Quý, Q.Tân Phú, TP.HCM",12500000.0,184.47,Nhà mặt tiền,4.3m,16.85m,Nam,6.0,4.0,4.0,67.76m²,247.59m²,8m,street house,67761.69566867242,10.797763519974849,106.63590752657389,7.183885754267232,,,,,
CW7UYB,"167/5C Tân Hiệp 39-40, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",2650000.0,29.28,Nhà mặt tiền,6m,13.72m,Nam,2.0,1.0,1.0,90.50m²,41.70m²,8m,street house,90505.46448087432,10.892120010392572,106.5835940199753,17.712292143345866,,,,,
QA707U,"11 đường Số 192 Khu Biệt Thự, P.6, Q.8, TP.HCM",78000000.0,105.54,Nhà mặt tiền,20.36m,33m,Bắc,4.0,5.0,1.0,739m²,219.78m²,,street house,739056.2819783968,10.724619767603823,106.61307844258602,11.207702318043179,,,,,
2MURNZ,"30 Lô K Cư Xá Phú Lâm D, P.10, Q.6, TP.HCM",13600000.0,190.74,Nhà mặt tiền,4.03m,17.76m,Đông Nam,5.0,6.0,3.0,71.30m²,,,street house,71301.247771836,10.757829229774071,106.64497399174152,6.391373328018879,,,,,
13TE26,"1163 Kha Vạn Cân KP4, P.Linh Trung, TP.Thủ Đức, TP.HCM",9500000.0,79.83,Nhà mặt tiền,4.52m,32m,Đông Nam,3.0,3.0,2.0,119m²,163.40m²,15m,street house,119002.88112238506,10.84094966957366,106.75398847647183,9.049722076134177,,,,,
DCT7TH,"Số 5 Đường số 38, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",34000000.0,87.5,Nhà mặt tiền,12.17m,32.63m,Nam,4.0,1.0,1.0,399.70m²,143.30m²,7m,street house,388571.4285714286,10.862768323603703,106.7540997621655,10.978290779807041,,,,,
8BRP3A,"60/5G Đông Hưng Thuận 8, P.Đông Hưng Thuận, Q.12, TP.HCM",7800000.0,127.86,Nhà mặt tiền,5.5m,11m,Nam,1.0,1.0,2.0,61m²,,10m,street house,61004.22336931018,10.786219533867223,106.69127801052295,1.1067926322790846,,,,,
RGGPPJ,"380 Tân Kỳ Tân Quý, P.Tân Quý, Q.Tân Phú, TP.HCM",20700000.0,103.19,Nhà mặt tiền,4.15m,47.6m,Nam,4.0,2.0,2.0,200.60m²,288.30m²,7m,street house,200600.8334140905,10.795461887019657,106.61747714941856,9.085824900518734,,,,,
UC4QAS,"Thửa 1051 - Tờ 8 đường số 38, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",17000000.0,57.43,Nhà mặt tiền,8m,37m,Đông,3.0,2.0,2.0,296m²,296m²,8m,street house,296012.53700156714,10.839871613111494,106.76407565847838,9.735249758987473,,,,,
QADXKU,"1075 Cách Mạng Tháng Tám, P.7, Q.Tân Bình, TP.HCM",18500000.0,211.91,Nhà mặt tiền,5.17m,16.91m,Đông Bắc,1.0,1.0,2.0,87.30m²,134.10m²,10m,street house,87301.21277900996,10.786627757893571,106.655264597997,4.845734720337439,,,,,
WPVGXR,"108 đường 105B Trịnh Quang Nghị, P.7, Q.8, TP.HCM",8900000.0,74.16,Nhà mặt tiền,5m,24m,Đông Bắc,4.0,5.0,4.0,120m²,323.80m²,,street house,120010.78748651565,10.70854043770313,106.63289546616252,10.6971317595009,,,,,
9ZMH0P,"15 đường số 8, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",17500000.0,151.51,Nhà mặt tiền,6.8m,17m,Đông Nam,4.0,5.0,4.0,115.50m²,,10m,street house,115503.92713352255,10.86284338498626,106.76685111142274,11.807392161968387,,,,,
6U6DU8,"83 Trịnh Đình Trọng, P.Phú Trung, Q.Tân Phú, TP.HCM",12900000.0,162.65,Nhà mặt tiền,4.2m,20.65m,Đông Bắc,4.0,3.0,4.0,79.31m²,,6.2m,street house,79311.40485705502,10.796149070378725,106.63381834415888,7.35777216620622,,,,,
AHQZUY,"184 đường số 8 KP7, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",9300000.0,88.48,Nhà mặt tiền,5.5m,21m,Đông Nam,1.0,1.0,1.0,105.10m²,95.30m²,5m,street house,105108.49909584086,10.778173718530814,106.60275867627395,10.530307823512556,,,,,
KEQKJC,"Một phần nhà số 60 Liên Khu 16-18, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",13500000.0,92.59,Nhà mặt tiền,4.08m,22.95m,Tây,6.0,6.0,2.0,145.80m²,235.20m²,6m,street house,145804.0825143104,10.771529570084112,106.61502738216629,9.232364832742336,,,,,
DBMPAH,"Đường Cách Mạng Tháng 8, P.15, Q.10, TP.HCM",20000000.0,248.75,Nhà mặt tiền,3.81m,13.52m,Đông Nam,7.0,7.0,5.0,80.40m²,322.90m²,6m,street house,80402.01005025125,10.7786600972191,106.69556962159356,0.39817735301254764,,,,,
8U1NE3,"Lê Văn Khương, KP5, P.Hiệp Thành, Q.12, TP.HCM",7100000.0,138.13,Nhà mặt tiền,5m,16.5m,Bắc,2.0,1.0,2.0,51.40m²,61.90m²,8m,street house,51400.854267718816,10.778154247618739,106.69136422503578,0.8573633672305129,,,,,
37DAXQ,"59 đường số 339, P.Phước Long B, TP.Thủ Đức, TP.HCM",16200000.0,183.25,Nhà mặt tiền,5.07m,20.86m,Đông Nam,6.0,6.0,4.0,88.40m²,286m²,14m,street house,88403.81991814461,10.861724886682724,106.75766224525206,11.102314128351473,,,,,
0GMAH9,"18 đường số 1, KDC Gia Hòa, Xã Phong Phú, H.Bình Chánh, TP.HCM",14000000.0,92.1,Nhà mặt tiền,8m,19m,Đông Nam,2.0,2.0,2.0,152m²,223.40m²,12m,street house,152008.68621064062,10.687636450376656,106.58598697652444,16.024509274099174,,,,,
7D4E8A,"5 đường số 11, khu phố 2, P.An Lạc, Q.Bình Tân, TP.HCM",7000000.0,76.11,Nhà mặt tiền,4m,20.5m,Tây Bắc,3.0,2.0,3.0,85.50m²,,5m,street house,91972.14557876758,10.773312907849803,106.60413973255324,10.40250230936218,,,,,
RG21VJ,"34 đường Tân Thới Nhất 04, P.Tân Thới Nhất, Q.12, TP.HCM",9350000.0,187.0,Nhà mặt tiền,4m,12.63m,Nam,4.0,5.0,5.0,50m²,217.80m²,,street house,50000.0,10.790596231969698,106.69844189302778,1.1975813130822035,,,,,
8SEPM3,"121I đường số 11, KP9, P.Trường Thọ, TP.Thủ Đức, TP.HCM",37500000.0,117.18,Nhà mặt tiền,8m,40m,Tây Bắc,36.0,36.0,5.0,320m²,767.20m²,7.18m,street house,320020.48131080385,10.860455750627763,106.74551146456223,10.269508283865774,,,,,
6QMBD8,"191C Đường Hoàng Hoa Thám, P.7, Q.Bình Thạnh, TP.HCM",26500000.0,253.1,Nhà mặt tiền,4.01m,21.95m,Đông Bắc,5.0,5.0,6.0,104.70m²,519.40m²,18m,street house,104701.69893322798,10.819043900851828,106.71359919946656,4.625698418057868,,,,,
UY9XGS,"38 đường số 3, P.Linh Chiểu, TP.Thủ Đức, TP.HCM",18800000.0,188.0,Nhà mặt tiền,5m,20m,Đông Nam,4.0,5.0,4.0,100m²,253.20m²,,street house,100000.0,10.840775010709075,106.75666522826961,9.23259532871346,,,,,
RG9HCJ,"số 5 đường số 8, P.Linh Tây, TP.Thủ Đức, TP.HCM",2700000.0,77.36,Nhà mặt tiền,2.41m,9.6m,Đông Bắc,2.0,1.0,1.0,34.90m²,34.90m²,,street house,34901.75801447777,10.848361205381607,106.76357330786769,10.361454738673817,,,,,
DCUAWH,"14/5B Bắc Lân 2, Xã Bà Điểm, H.Hóc Môn, TP.HCM",3900000.0,77.22,Nhà mặt tiền,3m,17m,Đông Bắc,2.0,1.0,1.0,50.50m²,50.50m²,6m,street house,50505.05050505051,10.871582530604591,106.58070169888282,16.44766378367848,,,,,
7HZ1YA,"197C1 Đường Nguyễn Thượng Hiền, P.5, Q.Bình Thạnh, TP.HCM",8680000.0,185.86,Nhà mặt tiền,3.8m,13.57m,Nam,7.0,7.0,4.0,46.70m²,148.60m²,1.93m,street house,46701.81857311955,10.82398359362607,106.69938543897388,4.88910797754829,,,,,
W0V6QR,"Liên Khu 2-10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",7500000.0,117.18,Nhà mặt tiền,4m,16m,Đông Bắc,5.0,6.0,4.0,64m²,186.70m²,5m,street house,64004.096262160776,10.767371413990306,106.61221003218178,9.594059234569134,,,,,
7HZ1YA,"197C1 Đường Nguyễn Thượng Hiền, P.5, Q.Bình Thạnh, TP.HCM",8680000.0,185.86,Nhà mặt tiền,3.8m,13.57m,Nam,7.0,7.0,4.0,46.70m²,148.60m²,1.93m,street house,46701.81857311955,10.816467031124995,106.72288996600558,4.824244910794432,,,,,
W0V6QR,"Liên Khu 2-10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",7500000.0,117.18,Nhà mặt tiền,4m,16m,Đông Bắc,5.0,6.0,4.0,64m²,186.70m²,5m,street house,64004.096262160776,10.775085005219655,106.5922913102477,11.685226154070373,,,,,
CFDQUB,"Số 08,đường 110 Trương Đình Hội, P.16, Q.8, TP.HCM",9790000.0,117.66,Nhà mặt tiền,4.5m,18.5m,Tây,4.0,3.0,4.0,83.20m²,,,street house,83205.84735679075,10.713843405860505,106.64242768139925,9.567126086288491,,,,,
UDKV9S,"104K đường số 6, Cư Xá Bình Thới, P.8, Q.11, TP.HCM",3800000.0,79.16,Nhà mặt tiền,4m,12m,Nam,1.0,1.0,1.0,48m²,,15m,street house,48004.04244567964,10.77500787839172,106.6979604425093,0.5411578697968714,,,,,
YGPVD6,"MPN 83 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",10600000.0,193.43,Nhà mặt tiền,3.68m,14.53m,Tây Nam,2.0,1.0,2.0,54.80m²,95.30m²,8m,street house,54800.18611383963,10.801043769923185,106.61726490915353,9.245965273135967,,,,,
5YSFW7,"đường số 31, Khu Tên Lửa, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",12500000.0,156.25,Nhà mặt tiền,4m,20m,Bắc,3.0,4.0,4.0,80m²,238.60m²,10m,street house,80000.0,10.756969358821996,106.59925074950361,11.200852789294506,,,,,
SY2CR5,"Đường Liên khu 2-10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",5200000.0,86.37,Nhà mặt tiền,4m,15.14m,Đông Nam,1.0,1.0,2.0,60.20m²,,3.41m,street house,60206.09007757323,10.754396308522386,106.61151232739121,9.975274197911357,,,,,
DBN39H,"Đường Ấp Chiến Lược, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",12500000.0,200.32,Nhà mặt tiền,4m,15.62m,Đông Nam,7.0,7.0,6.0,62.40m²,280.80m²,6m,street house,62400.15974440895,10.766801510244,106.59439754412395,11.533221167373112,,,,,
5DN8C7,"20 đường số 3, KP34, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",8500000.0,87.44,Nhà mặt tiền,5.42m,20.6m,Tây Nam,3.0,3.0,3.0,97.20m²,291.60m²,6m,street house,97209.51509606588,10.85377227439635,106.75875196273759,10.470560385287994,,,,,
SYCJQ5,"15 đường số 25, khu phố 11, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",5850000.0,91.83,Nhà mặt tiền,4m,15.95m,Đông,2.0,1.0,2.0,63.70m²,88.60m²,5.95m,street house,63704.6716759229,10.76833709886012,106.60146454213005,10.745383273669734,,,,,
AKE33Y,"94/2 Nguyễn Ảnh Thủ, ấp Tây Lân, Xã Bà Điểm, H.Hóc Môn, TP.HCM",18000000.0,213.27,Nhà mặt tiền,5.45m,25m,Đông,3.0,4.0,3.0,84.40m²,153.80m²,11m,street house,84400.05626670417,10.898167295857267,106.58269234637764,18.256280830177353,,,,,
JGJEZ0,"MPN 45 đường số 3, khu phố 4, P.Tân Tạo A, Q.Bình Tân, TP.HCM",4300000.0,59.72,Nhà mặt tiền,4m,18m,Tây,5.0,5.0,1.0,72m²,58.40m²,4.5m,street house,72002.67916945746,10.776909144975889,106.6072831478245,10.03902842195774,,,,,
UAE09S,"22 đường số 75 KDC Tân Quy Đông, P.Tân Phong, Q.7, TP.HCM",62000000.0,176.58,Nhà mặt tiền,12m,28m,Đông,1.0,1.0,1.0,351.10m²,133.88m²,16m,street house,351115.6416355193,10.719535571181563,106.74206152601433,8.15899272529619,,,,,
UAE09S,"22 đường số 75 KDC Tân Quy Đông, P.Tân Phong, Q.7, TP.HCM",62000000.0,176.58,Nhà mặt tiền,12m,28m,Đông,1.0,1.0,1.0,351.10m²,133.88m²,16m,street house,351115.6416355193,10.729026548922862,106.7227178844888,6.18360987974243,,,,,
37HUNQ,"75 đường số 8B, khu phố 13, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",2850000.0,154.89,Nhà mặt tiền,2.47m,7.56m,Đông,2.0,1.0,2.0,18.40m²,36.20m²,4.52m,street house,18400.154948673255,10.765752103620619,106.61845448632359,8.94801920008447,,,,,
Q79TWU,"Lô 33 Đường Phạm Thế Hiển, P.4, Q.8, TP.HCM",8500000.0,395.34,Nhà mặt tiền,5.14m,6m,Bắc,2.0,1.0,2.0,21.50m²,,10m,street house,21500.480598978094,10.73009364143664,106.63003488247125,9.335816425235945,,,,,
Q79TWU,"Lô 33 Đường Phạm Thế Hiển, P.4, Q.8, TP.HCM",8500000.0,395.34,Nhà mặt tiền,5.14m,6m,Bắc,2.0,1.0,2.0,21.50m²,,10m,street house,21500.480598978094,10.736279502522082,106.6156467195522,10.311659185238167,,,,,
GX1PM2,"28H9 đường DD11, Khu dân cư An Sương, P.Tân Hưng Thuận, Q.12, TP.HCM",14500000.0,138.09,Nhà mặt tiền,7m,15m,Tây Bắc,2.0,3.0,3.0,105m²,177.90m²,8m,street house,105003.98290969657,10.790463742067844,106.70424027667417,1.3115669246920392,,,,,
2MARGZ,"C31/1 Tân Xuân 3, ấp Mới 1, Xã Tân Xuân, H.Hóc Môn, TP.HCM",4500000.0,65.88,Nhà mặt tiền,3.96m,16.83m,Tây Nam,2.0,1.0,2.0,68.30m²,97.40m²,6m,street house,68306.01092896175,10.878023580514302,106.58308296347361,16.698142219853,,,,,
02GCP9,"Dân Trí, phường 6, Tân Bình, P.6, Q.Tân Bình, TP.HCM",10300000.0,90.98,Nhà mặt tiền,3.4m,32m,Tây,2.0,1.0,2.0,113.20m²,149.30m²,5m,street house,113211.69487799516,10.815626847720425,106.64179497406786,7.409051982638251,,,,,
ACCHBY,"6C đường số 14, khu dân cư Cityland, P.10, Q.Gò Vấp, TP.HCM",49000000.0,228.97,Nhà mặt tiền,11m,19.44m,Tây,4.0,4.0,4.0,214m²,402.30m²,10m,street house,214001.83430143687,10.832021750389393,106.68460344053884,5.989536692872583,,,,,
SDH895,"34 Thới Tứ 2, ấp Thới Tứ, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",3890000.0,84.38,Nhà mặt tiền,3.97m,11.91m,Tây Bắc,2.0,2.0,2.0,46.10m²,68.60m²,6m,street house,46100.97179426405,10.879178732784482,106.58230054555408,16.846288242454012,,,,,
6UQP98,"67/10F Tân Hiệp 31, ấp Thới Tây 2, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",4950000.0,51.08,Nhà mặt tiền,4m,24.38m,Đông,3.0,2.0,2.0,96.90m²,52.30m²,8.82m,street house,96906.81284259984,10.887624178105849,106.60726607213108,15.58749035107807,,,,,
Q7PFRU,"Đường Lê Đức Thọ, P.6, Q.Gò Vấp, TP.HCM",23800000.0,330.55,Nhà mặt tiền,4.15m,20.04m,Tây Bắc,12.0,12.0,5.0,72m²,333.60m²,10m,street house,72001.2101043715,10.838261688999726,106.67037057181982,7.18750653301606,,,,,
ACZRHY,"16 (nền D68) đường số 4A, Khu dân cư 13E, Xã Phong Phú, H.Bình Chánh, TP.HCM",9200000.0,92.0,Nhà mặt tiền,5m,20m,Đông Nam,2.0,4.0,4.0,100m²,267.50m²,14m,street house,100000.0,10.685279156897817,106.58318228961042,16.427129131366307,,,,,
GXVEP2,"Cư Xá Phú Thọ Hòa - Lạc Long Quân, P.5, Q.11, TP.HCM",8750000.0,164.16,Nhà mặt tiền,3.95m,16.8m,Tây Nam,4.0,4.0,3.0,53.30m²,149.90m²,,street house,53301.65692007797,10.772592394629186,106.69207914675967,1.1002540405648318,,,,,
7D5CYA,"Chợ Lớn - khu dân cư bình phú, P.11, Q.6, TP.HCM",17500000.0,218.75,Nhà mặt tiền,4m,16m,Nam,3.0,4.0,4.0,80m²,207.90m²,18m,street house,80000.0,10.749537115278356,106.62748208482873,8.510489730723634,,,,,
408BSF,"9C Nguyễn Thị Nuôi, ấp Thống Nhất 1, Xã Tân Thới Nhì, H.Hóc Môn, TP.HCM",6500000.0,68.56,Nhà mặt tiền,4.15m,23.53m,Đông Nam,2.0,1.0,2.0,94.80m²,95.40m²,10.43m,street house,94807.46791131856,10.880391980658828,106.58995646193848,16.312420050967958,,,,,
8SKP63,"Thửa 107 - Tờ 100, đường số 3, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3500000.0,40.55,Nhà mặt tiền,7.64m,11.69m,Đông Nam,4.0,2.0,2.0,86.30m²,,8m,street house,86313.19358816277,11.012806321685908,106.48775661530654,34.61010553488612,,,,,
408BSF,"9C Nguyễn Thị Nuôi, ấp Thống Nhất 1, Xã Tân Thới Nhì, H.Hóc Môn, TP.HCM",6500000.0,68.56,Nhà mặt tiền,4.15m,23.53m,Đông Nam,2.0,1.0,2.0,94.80m²,95.40m²,10.43m,street house,94807.46791131856,10.885490536637318,106.60814356925601,15.345337833686415,,,,,
8SKP63,"Thửa 107 - Tờ 100, đường số 3, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3500000.0,40.55,Nhà mặt tiền,7.64m,11.69m,Đông Nam,4.0,2.0,2.0,86.30m²,,8m,street house,86313.19358816277,11.0041514840794,106.50833606555645,32.41244404245173,,,,,
85K283,"8/2A Nguyễn Thị Sóc, Ấp Hưng Lân, Xã Bà Điểm, H.Hóc Môn, TP.HCM",16500000.0,97.74,Nhà mặt tiền,5.91m,28.31m,Tây Bắc,4.0,2.0,2.0,168.80m²,84.40m²,,street house,168815.22406384285,10.89288814038484,106.60268486283469,16.355489899515405,,,,,
DBM8RH,"Thửa 691 - Tờ 44 đường số 405, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",5600000.0,28.34,Nhà mặt tiền,7m,28.31m,Tây Nam,6.0,7.0,2.0,197.60m²,,10m,street house,197600.56457304163,11.001310260304155,106.49621802043872,33.04640732239038,,,,,
7HX68A,"C28 (Thửa  902 - tờ 33 ) Tổ 49, khu phố 4, P.Trung Mỹ Tây, Q.12, TP.HCM",6000000.0,98.03,Nhà mặt tiền,5.54m,11.12m,Tây Nam,2.0,1.0,1.0,61.20m²,61.20m²,4m,street house,61205.75334081404,10.778711420169413,106.693598584945,0.6055625473996785,,,,,
