ma_bds,address,total_price,price_per_m2,loại hình,chiều ngang,chiều dài,hướng cửa chính,số phòng ngủ,số phòng tắm,số tầng,diện tích đất công nhận,diện tích sử dụng,đường trước nhà,property_type,area_calculated,latitude,longitude,center_distance_km,địa chỉ chi tiết,diện tích tim tường,nội thất,tên dự án / tòa nhà,tình trạng sử dụng
8UECF3,"TK 11/22 đường Võ Văn Kiệt, P.Cầu Kho, Q.1, TP.HCM",6700000.0,2.61,Nhà hẻm,2.85m,10.6m,Đông Nam,5.0,6.0,4.0,26.10m²,52.40m²,2m,alley houses,2567049.8084291187,10.776732042254098,106.69549323349092,0.5133153454829628,,,,,
6SCZ48,"182/44A Bạch Đằng, P.14, Q.Bình Thạnh, TP.HCM",3000000.0,157.89,Nhà hẻm,3.05m,6.05m,Nam,2.0,1.0,2.0,19m²,38m²,,alley houses,19000.570017100516,10.811881260710814,106.7119654058165,3.821813830094151,,,,,
DC46VH,"518/21/46 Võ Văn Kiệt, P.Cầu Ông Lãnh, Q.1, TP.HCM",9000000.0,375.0,Nhà hẻm,3m,8m,Đông Nam,2.0,3.0,3.0,24m²,78.30m²,3.3m,alley houses,24000.0,10.789563404599885,106.6953472826418,1.1540994251464824,,,,,
DEPB7H,"39/11 Thạnh Lộc 40, P.Thạnh Lộc, Q.12, TP.HCM",5600000.0,101.81,Nhà hẻm,5m,11m,Đông Nam,2.0,2.0,2.0,55m²,110m²,,alley houses,55004.419998035555,10.770172493768126,106.69362984220275,1.2161852944584692,,,,,
6A4MK8,"19 Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",8800000.0,60.68,Nhà hẻm,,,Đông Bắc,,,,,145m²,,alley houses,145023.07185234016,10.761570530463429,106.60546613528798,10.429425849812956,,,,,
5H4DU7,"đường 26/3, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",8490000.0,152.85,Nhà hẻm,4m,13.92m,Bắc,4.0,5.0,4.0,55.60m²,,7m,alley houses,55544.651619234544,10.76087972784338,106.5949770799337,11.570719830930024,,,,,
CWWFHB,"409/40/66/12/20 Tân Chánh Hiệp 13, P.Trung Mỹ Tây, Q.12, TP.HCM",3900000.0,125.4,Nhà hẻm,4m,9.66m,Đông Bắc,2.0,2.0,2.0,31.10m²,58.10m²,3m,alley houses,31100.47846889952,10.790070355790307,106.70772113836368,1.4826485290979632,,,,,
DE4DDH,"373/172/5/3 Lý Thường Kiệt, P.8, Q.Tân Bình, TP.HCM",7500000.0,154.95,Nhà hẻm,3.95m,12.1m,Tây Bắc,4.0,5.0,6.0,48.40m²,156.40m²,,alley houses,48402.7105517909,10.816246689719167,106.63792013393153,7.805546113332851,,,,,
SHDXR5,"3/4 Tân Thới Nhất 13B, P.Tân Thới Nhất, Q.12, TP.HCM",11800000.0,70.15,Nhà hẻm,7.48m,22.5m,Tây Nam,3.0,3.0,3.0,168.20m²,238.80m²,5m,alley houses,168210.9764789736,10.773027036764836,106.69819877670221,0.7530006837779052,,,,,
C0JNPB,"97/35 Phạm Phú Thứ, P.2, Q.6, TP.HCM",2850000.0,80.96,Nhà hẻm,3.25m,10.82m,Tây,4.0,3.0,2.0,35.20m²,86m²,,alley houses,35202.56916996048,10.734444838735355,106.62198267673553,9.806385369959528,,,,,
3DWEVQ,"8/24C Trương Công Định, Q.Tân Bình, TP.HCM",5740000.0,116.94,Nhà hẻm,,,Đông Bắc,,,,,49.10m²,,alley houses,49085.00085513939,10.812420638754011,106.64200033332222,7.206075984903746,,,,,
AHWJ4Y,"633/12/2 Hồng Bàng, P.6, Q.6, TP.HCM",15000000.0,206.34,Nhà hẻm,4.05m,17.58m,Tây Nam,6.0,2.0,5.0,71.10m²,189.20m²,8m,alley houses,72695.55103227682,10.73982665946344,106.64622889862682,7.272218089457632,,,,,
0F1B9N,"101/50A7 Kênh Tân Hóa, P.14, Q.6, TP.HCM",10500000.0,225.32,Nhà hẻm,4m,12.3m,Bắc,5.0,5.0,6.0,46.60m²,218.80m²,5m,alley houses,46600.39055565418,10.761978491794192,106.6308538609682,7.7120399849551005,,,,,
6A4CN8,"8/24C Trương Công Định, P.14, Q.Tân Bình, TP.HCM",5310000.0,120.46,Nhà hẻm,,,Đông Bắc,,,,,44.16m²,,alley houses,44081.0227461398,10.799795818757916,106.65651747593431,5.149158870236039,,,,,
0XSTT9,"17C Hẻm A4, Xã Lê Minh Xuân, H.Bình Chánh, TP.HCM",3610000.0,16.36,Nhà hẻm,,,Đông Nam,,,,,220.70m²,,alley houses,220660.1466992665,10.683361172249757,106.60086435338681,15.134547535588334,,,,,
6A4G58,"45/16M Tổ 45 KP4, P.Tân Chánh Hiệp, Q.12, TP.HCM",4800000.0,49.94,Nhà hẻm,,,Đông Bắc,,,,,96.10m²,,alley houses,96115.3384060873,10.787871943958738,106.7162944981123,2.089528778278653,,,,,
0XUQU9,"48 Thống Nhất, P.16, Q.Gò Vấp, TP.HCM",5750000.0,69.86,Nhà hẻm,,,Bắc,,,,,82.30m²,,alley houses,82307.4720870312,10.839296623577958,106.6817232144661,6.849391899727026,,,,,
13F1R6,"Bãi Sậy, P.1, Q.6, TP.HCM",13000000.0,92.85,Nhà hẻm,8m,13.65m,Đông,3.0,2.0,2.0,140m²,201.95m²,1m,alley houses,140010.77005923534,10.74657794706393,106.63983208227737,7.443847956737547,,,,,
5YEBS7,"Nguyễn Văn Luông, P.11, Q.6, TP.HCM",12500000.0,89.4,Nhà hẻm,4m,27.65m,Tây Nam,4.0,3.0,3.0,125.90m²,,4.5m,alley houses,139821.02908277404,10.759705956199095,106.62848917364754,8.028269793534218,,,,,
3DW41Q,"A16 Ấp Mỹ Hòa 2, Xã Xuân Thới Đông, H.Hóc Môn, TP.HCM",3900000.0,37.0,Nhà hẻm,,,Tây Nam,,,,,105.40m²,,alley houses,105405.4054054054,10.875843453314683,106.59420340774605,15.629776137244226,,,,,
PV75AG,"84 Phạm Hữu Lầu, P.Phú Mỹ, Q.7, TP.HCM",6100000.0,63.89,Nhà hẻm,,,Tây,,,,,95.47m²,,alley houses,95476.60040694944,10.745535789531727,106.74193896980353,6.031545357760074,,,,,
EPVYC4,"132/153 Đoàn Văn Bơ, P.14, Q.4, TP.HCM",7800000.0,92.52,Nhà hẻm,,,Tây Bắc,,,,,84.30m²,,alley houses,84306.09597924774,10.74335018102329,106.69415381515414,4.065271750974067,,,,,
UKJXBS,"224 Hiệp Thành 5, P.Tân Thới Hiệp, Q.12, TP.HCM",6900000.0,62.16,Nhà hẻm,,,Tây Nam,,,,,111m²,,alley houses,111003.861003861,10.768496251862896,106.7017578573362,1.2838810706861412,,,,,
4JQR7F,"B3/5, ấp 2, Xã Vĩnh Lộc A, H.Bình Chánh, TP.HCM",5300000.0,16.8,Nhà hẻm,8m,18m,,2.0,2.0,1.0,315.40m²,,,alley houses,315476.1904761905,10.69210815845643,106.59553712186388,14.90643900688906,,,,,
KE0Y1C,"đường Bà Ký, P.9, Q.6, TP.HCM",9000000.0,107.89,Nhà hẻm,5.31m,21.44m,Tây Nam,2.0,2.0,2.0,79.30m²,,5.4m,alley houses,83418.29641301326,10.739351057326385,106.62806185643745,8.958294646108016,,,,,
132Y06,"44 Số 32, P.Tân Phong, Q.7, TP.HCM",16900000.0,234.72,Nhà hẻm,4m,18m,Nam,7.0,4.0,4.0,72m²,190.08m²,10m,alley houses,72000.68166325835,10.746282895988916,106.71808566203735,4.2517632274821855,,,,,
CKPJBC,"115/1/82 Nguyên Hồng, P.1, Q.Gò Vấp, TP.HCM",1980000.0,154.68,Nhà hẻm,3.42m,4.96m,Tây Nam,2.0,2.0,2.0,12.80m²,25.60m²,3m,alley houses,12800.620636152054,10.841193400802192,106.68912074665668,6.878449905193734,,,,,
G1A7A2,"50/7 Trần Xuân Soạn, P.Tân Kiểng, Q.7, TP.HCM",6900000.0,76.32,Nhà hẻm,,,Bắc,,,,,90.40m²,,alley houses,90408.80503144655,10.717799266114044,106.71686202592561,7.128508645672986,,,,,
CF0QZB,"115/15 Lê Trọng Tấn, P.Sơn Kỳ, Q.Tân Phú, TP.HCM",6900000.0,146.49,Nhà hẻm,3.92m,12m,Tây,4.0,3.0,3.0,47.10m²,133.30m²,4.6m,alley houses,47102.191275855,10.780780791904373,106.63082747051118,7.459748021058413,,,,,
36VZQ3,"đường Trần Hưng Đạo, P.Cầu Kho, Q.1, TP.HCM",8500000.0,257.57,Nhà hẻm,3.1m,9.83m,Tây Bắc,5.0,5.0,3.0,33m²,,,alley houses,33000.73766354778,10.790007290573604,106.71132700291099,1.757214567780501,,,,,
Q5YEMU,"Hậu Giang, P.2, Q.6, TP.HCM",7500000.0,100.14,Nhà hẻm,6.87m,11.59m,Đông Bắc,5.0,6.0,2.0,86m²,131.30m²,2.35m,alley houses,74895.14679448772,10.744594521828565,106.6368502556349,7.835846116832154,,,,,
AH8T7Y,"263/34  Xóm Chiếu, P.15, Q.4, TP.HCM",13500000.0,156.97,Nhà hẻm,4.48m,18.27m,Bắc,4.0,4.0,4.0,86m²,241.20m²,3m,alley houses,86003.69497356183,10.753475931752495,106.6910876107743,3.036948728356502,,,,,
EP1TM4,"73/24/22 Đô Đốc Long, P.Tân Quý, Q.Tân Phú, TP.HCM",6300000.0,75.63,Nhà hẻm,,,Đông,,,,,83.30m²,,alley houses,83300.27766759224,10.786017734455797,106.61262717842035,9.47449366820221,,,,,
UCFD1S,"đường số 339, P.Phước Long B, TP.Thủ Đức, TP.HCM",20000000.0,97.89,Nhà hẻm,10m,20.95m,Tây Bắc,5.0,5.0,3.0,204.30m²,,5m,alley houses,204310.96128307283,10.835938242892773,106.76472208622681,9.496962799291047,,,,,
PV73UG,"724/12 Tổ 39 Khu phố 3, P.10, Q.10, TP.HCM",9300000.0,173.5,Nhà hẻm,,,Đông Bắc,,,,,53.60m²,,alley houses,53602.30547550432,10.763807923078279,106.71106384842876,2.2036527640900907,,,,,
5YMYJ7,"Trường Chinh, P.12, Q.Tân Bình, TP.HCM",8500000.0,2.07,Nhà hẻm,3.5m,11.35m,Tây Bắc,2.0,2.0,2.0,35.81m²,71.62m²,,alley houses,4106280.193236715,10.796282643435944,106.63826191489022,6.891670324707996,,,,,
17U9T6,"32/36/26G Ông Ích Khiêm, P.11, Q.11, TP.HCM",2150000.0,154.67,Nhà hẻm,2.2m,6.7m,Đông Nam,2.0,2.0,2.0,13.90m²,27.80m²,,alley houses,13900.562487877418,10.780888867066347,106.69930847520041,0.12589637292698175,,,,,
J21XX0,"383/70 Quang trung, P.10, Q.Gò Vấp, TP.HCM",6900000.0,110.22,Nhà hẻm,3.65m,17.8m,Tây Bắc,3.0,2.0,2.0,62.60m²,104.50m²,4m,alley houses,62602.068590092545,10.825652944481972,106.662432131064,6.462069132280707,,,,,
5EYGT7,"208/56 Đoàn Văn Bơ, P.9, Q.4, TP.HCM",5300000.0,139.47,Nhà hẻm,5m,8m,Đông Nam,4.0,3.0,3.0,38m²,99.60m²,3m,alley houses,38001.00380010038,10.769349710903095,106.68920154057183,1.5771426977701857,,,,,
20RAZN,"Phan Anh, P.Hiệp Tân, Q.Tân Phú, TP.HCM",6400000.0,102.89,Nhà hẻm,4m,15.55m,,3.0,2.0,3.0,62.20m²,124.60m²,4m,alley houses,62202.352026436,10.78810967460974,106.62396245167604,8.26112619403793,,,,,
3SNE4Q,"135/14 Đường Bình Thới, P.11, Q.11, TP.HCM",8300000.000000001,126.33,Nhà hẻm,4m,16m,Đông Bắc,2.0,2.0,2.0,65.70m²,81.20m²,8m,alley houses,65700.94197736088,10.786153103229168,106.70910686012625,1.3081365337170285,,,,,
U7K2CS,"131/26 Kinh Dương Vương, P.12, Q.6, TP.HCM",16500000.0,93.05,Nhà hẻm,8.03m,20.58m,Đông,6.0,5.0,4.0,163.40m²,,5.52m,alley houses,177324.01934443848,10.754107682920457,106.62538869787822,8.540244049507598,,,,,
SD4MC5,"Thới An 13, P.Thới An, Q.12, TP.HCM",4200000.0,73.68,Nhà hẻm,4m,14.25m,Tây,2.0,2.0,2.0,57m²,74.80m²,,alley houses,57003.25732899022,10.77991316937683,106.71029204817926,1.2320063386402542,,,,,
SAVVN5,"Bùi Đình Tuý, P.12, Q.Bình Thạnh, TP.HCM",6850000.0,143.9,Nhà hẻm,3.95m,12m,Bắc,2.0,2.0,2.0,47.60m²,,2.5m,alley houses,47602.50173731758,10.81789097108395,106.71981796292279,4.789128272805509,,,,,
7D15QA,"63/7 Đường Thạnh Lộc 40, P.Thạnh Lộc, Q.12, TP.HCM",7980000.0,123.91,Nhà hẻm,4m,16.17m,Đông Bắc,4.0,4.0,5.0,64.40m²,225.50m²,8m,alley houses,64401.58179323703,10.77376708256987,106.70882419993576,1.2613494364104392,,,,,
GNU092,"120/2A Đường Thới An 13, P.Thới An, Q.12, TP.HCM",6000000.0,100.0,Nhà hẻm,4m,14.01m,Đông,5.0,4.0,3.0,55.40m²,133.60m²,6m,alley houses,60000.0,10.787930607191804,106.6878647993807,1.5173553489166491,,,,,
7D8RJA,"Huỳnh Tấn Phát, P.Phú Mỹ, Q.7, TP.HCM",4300000.0,125.36,Nhà hẻm,4m,8.45m,Tây Bắc,2.0,2.0,2.0,34.30m²,32.70m²,2m,alley houses,34301.21250797703,10.729948797605637,106.73754893436525,6.938289985518356,,,,,
9TMJVP,"58/1C Đồng Nai, P.15, Q.10, TP.HCM",10950000.0,218.56,Nhà hẻm,3.99m,8.69m,Đông Bắc,5.0,4.0,4.0,50.10m²,159m²,4m,alley houses,50100.6588579795,10.781319112991486,106.70191991985342,0.3589293009000121,,,,,
8YNMN3,"270/33 Lý Thường Kiệt, P.14, Q.10, TP.HCM",22000000.0,259.12,Nhà hẻm,4.1m,23m,Đông Nam,5.0,4.0,3.0,84.90m²,220.80m²,12m,alley houses,84902.74776165483,10.78108743192497,106.69376477558859,0.5933808472210346,,,,,
JX9XD0,"C2/61B Tân Liêm, Xã Phong Phú, H.Bình Chánh, TP.HCM",4500000.0,52.14,Nhà hẻm,5m,17.2m,Tây Bắc,1.0,1.0,1.0,86.30m²,,,alley houses,86306.09896432681,10.68024962636291,106.60877979122004,14.787541816839868,,,,,
QH4WRU,"Huỳnh Tấn Phát, P.Phú Thuận, Q.7, TP.HCM",5700000.0,121.79,Nhà hẻm,3m,16m,Đông,3.0,4.0,3.0,46.80m²,150m²,5m,alley houses,46801.872074882995,10.741374746913973,106.74331684664715,6.443319859202062,,,,,
5YV0X7,"103/2A3 Đường Lý Chiêu Hoàng, P.10, Q.6, TP.HCM",11200000.0,133.01,Nhà hẻm,4m,20.2m,Đông Nam,9.0,9.0,5.0,84.20m²,270.90m²,4m,alley houses,84204.19517329524,10.743943261831708,106.64280303294953,7.3167580352787525,,,,,
6YUVZ8,"872/91 Quang Trung, P.8, Q.Gò Vấp, TP.HCM",16800000.0,235.95,Nhà hẻm,4m,22.29m,Đông Nam,8.0,10.0,6.0,71.20m²,345.90m²,7.02m,alley houses,71201.52574698029,10.832265261322709,106.67383253190727,6.425735967106064,,,,,
JZB9A0,"93/13/8 Nguyễn Du, P.7, Q.Gò Vấp, TP.HCM",2290000.0,238.54,Nhà hẻm,2.6m,5.68m,Tây Bắc,1.0,2.0,2.0,9.60m²,17.90m²,4m,alley houses,9600.067074704453,10.812145073949123,106.67676466258689,4.329036443819595,,,,,
QAJBAU,"An Phú Đông 11, P.An Phú Đông, Q.12, TP.HCM",1650000.0,47.14,Nhà hẻm,5m,7m,Tây Nam,1.0,1.0,1.0,35m²,,,alley houses,35002.121340687314,10.778330291725739,106.6987266572152,0.16425028424735008,,,,,
37UKDQ,"550/31 Lê Hồng Phong, P.10, Q.10, TP.HCM",3350000.0,239.28,Nhà hẻm,2.44m,5.84m,Tây Nam,2.0,2.0,3.0,14m²,,,alley houses,14000.334336342361,10.764000348630677,106.71094058651988,2.178530369016965,,,,,
5DHCH7,"40/2 Ấp Mới 2, Xã Trung Chánh, H.Hóc Môn, TP.HCM",6700000.0,45.64,Nhà hẻm,6.32m,22.9m,Đông Bắc,3.0,2.0,1.0,146.80m²,40.10m²,5m,alley houses,146801.05170902718,10.886706224150256,106.6023360560171,15.864021612386178,,,,,
JPNV60,"Bùi Thị Xuân, P.3, Q.Tân Bình, TP.HCM",7200000.0,141.17,Nhà hẻm,3.8m,13.5m,Đông Nam,2.0,1.0,2.0,51m²,89.38m²,3m,alley houses,51002.33760714033,10.799791989486788,106.65027323744232,5.773046199423958,,,,,
DR9KDH,"220/54/8 Âu Cơ, P.9, Q.Tân Bình, TP.HCM",7500000.0,183.37,Nhà hẻm,5.35m,9.1m,Đông,1.0,1.0,1.0,40.90m²,40.90m²,3.9m,alley houses,40900.91072694552,10.801211959439772,106.65720078923798,5.151936698307228,,,,,
PT2NAG,"26A đường số 2B, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",8300000.000000001,128.68,Nhà hẻm,4m,15.94m,Tây Bắc,1.0,1.0,3.0,64.50m²,111.20m²,5.8m,alley houses,64501.087970158536,10.759143236459774,106.59301528980505,11.817450673480375,,,,,
6Q24F8,"116/10/3 Lê Bình, P.4, Q.Tân Bình, TP.HCM",5100000.0,209.01,Nhà hẻm,3.27m,7.52m,Tây Bắc,3.0,3.0,4.0,24.40m²,74.90m²,2.5m,alley houses,24400.746375771494,10.800840662852297,106.64415691981402,6.4370411628792255,,,,,
EWAQ24,"578A/13 Ấp 1, Xã An Phú Tây, H.Bình Chánh, TP.HCM",12000000.0,33.38,Nhà hẻm,6.2m,51.9m,Đông,6.0,6.0,1.0,359.40m²,,3m,alley houses,359496.704613541,10.679925284660529,106.5905113446774,16.21450403617047,,,,,
UD0TYS,"33/20/3 Thạnh Xuân 33, P.Thạnh Xuân, Q.12, TP.HCM",3850000.0,64.16,Nhà hẻm,4m,15m,Nam,2.0,2.0,1.0,60m²,,,alley houses,60006.23441396509,10.764603549452382,106.70417847137033,1.771230031725092,,,,,
5Y1C97,"18/8 Đường Phù Đổng Thiên Vương, P.11, Q.5, TP.HCM",6600000.0,151.37,Nhà hẻm,3.3m,13.2m,Nam,2.0,2.0,3.0,43.60m²,124.68m²,4m,alley houses,43601.770496135294,10.751541143561228,106.67459243924957,4.111323140537203,,,,,
C4SX8B,"293/31/1H Phan Xích Long, P.2, Q.Phú Nhuận, TP.HCM",6400000.0,188.23,Nhà hẻm,3m,11m,Đông,6.0,4.0,5.0,34m²,57.30m²,2.5m,alley houses,34000.95627689529,10.787264969010133,106.68026955551511,2.2121037816570133,,,,,
6YR1J8,"350/30/3 Nguyễn Văn Khối, P.9, Q.Gò Vấp, TP.HCM",6180000.0,201.3,Nhà hẻm,3.5m,9.28m,Tây Nam,3.0,4.0,4.0,30.70m²,,4m,alley houses,30700.447093889714,10.820057570984016,106.67256919394856,5.311950483781219,,,,,
AFHP1Y,"195/1B Tôn Thất Thuyết, P.3, Q.4, TP.HCM",8500000.0,236.11,Nhà hẻm,5m,7.5m,Đông,3.0,4.0,4.0,36m²,113m²,5m,alley houses,36000.16941256194,10.764159406673357,106.7159063989712,2.5288481963440703,,,,,
3SAZWQ,"Điện Biên Phủ, P.17, Q.Bình Thạnh, TP.HCM",9200000.0,132.37,Nhà hẻm,4.05m,16.95m,Tây,2.0,2.0,2.0,69.50m²,147.40m²,,alley houses,69502.15305582836,10.802567438914679,106.6946212379249,2.565708735277758,,,,,
U1RRS5,"Đường Calmette, P.Nguyễn Thái Bình, Q.1, TP.HCM",28300000.0,375.63,Nhà hẻm,4.8m,16.2m,Đông Nam,5.0,19.0,7.0,75.34m²,416.99m²,4.6m,alley houses,75340.09530655167,10.781806897882984,106.70688002671919,0.8874015811019227,,,,,
6QZTT8,"Nguyễn Thị Tần, P.Rạch Ông, Q.8, TP.HCM",3900000.0,157.89,Nhà hẻm,3.2m,8m,Tây Bắc,2.0,2.0,2.0,24.70m²,49.40m²,2m,alley houses,24700.741022230668,10.709151800578937,106.61877014112294,11.751884875651754,,,,,
614F8Y,"Lò Gốm, P.2, Q.6, TP.HCM",6000000.0,132.23,Nhà hẻm,7.4m,6.17m,Nam,1.0,1.0,2.0,45.30m²,59.20m²,9m,alley houses,45375.48211449747,10.737597113368498,106.6214887469348,9.67998095918228,,,,,
GTFHV2,"1351/36 Đường Phan Văn Trị, P.10, Q.Gò Vấp, TP.HCM",5100000.0,102.61,Nhà hẻm,8.38m,5.84m,Đông Nam,3.0,2.0,2.0,49.70m²,100m²,3m,alley houses,49702.758015787935,10.829809686768906,106.67831350053278,5.979140150473002,,,,,
YBWW3D,"41/15 đường số 3, P.9, Q.Gò Vấp, TP.HCM",4950000.0,124.37,Nhà hẻm,3.98m,10m,Đông Bắc,2.0,2.0,2.0,39.80m²,,3.8m,alley houses,39800.59499879392,10.81273417525625,106.66481430734429,5.223346943390208,,,,,
7KFYXA,"105/48 đường số 59, P.14, Q.Gò Vấp, TP.HCM",16800000.0,301.61,Nhà hẻm,4.69m,14.19m,Tây Nam,19.0,20.0,6.0,55.70m²,276.70m²,6m,alley houses,55701.07091939922,10.82117757921907,106.67742107635502,5.152357300736327,,,,,
3YT91Q,"1/21G Đặng Thúc Vịnh, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3450000.0,89.37,Nhà hẻm,4.06m,13.17m,Tây Bắc,3.0,2.0,3.0,38.60m²,106.80m²,2.62m,alley houses,38603.55824102047,10.889866392370704,106.58938743027882,17.0880752337659,,,,,
3AKM0Q,"69/14/30 An Phú Đông 11, P.An Phú Đông, Q.12, TP.HCM",2850000.0,42.47,Nhà hẻm,10.05m,7.14m,Đông Nam,2.0,2.0,2.0,67.10m²,,,alley houses,67106.1926065458,10.789469291556442,106.68779228112955,1.63017113217881,,,,,
4RRBWF,"193/8B1 Văn Thân, P.8, Q.6, TP.HCM",6200000.0,79.67,Nhà hẻm,3.55m,21.1m,Đông Bắc,2.0,2.0,2.0,72.30m²,72.30m²,2.4m,alley houses,77821.01167315175,10.734514950156148,106.63654353955316,8.472443238802413,,,,,
JN5U60,"30/17 Thạnh Lộc 17, P.Thạnh Lộc, Q.12, TP.HCM",2550000.0,93.06,Nhà hẻm,5m,6.8m,Đông Bắc,1.0,1.0,1.0,27.40m²,,,alley houses,27401.67633784655,10.789475425643088,106.68999905968063,1.4574028082091608,,,,,
PM05ZG,"40 Đoàn Văn Bơ, P.13, Q.4, TP.HCM",1380000.0,45.54,Nhà hẻm,2m,5.2m,Đông Bắc,2.0,1.0,3.0,30.30m²,30.30m²,,alley houses,30303.030303030304,10.751117518949702,106.69183824162057,3.267046403831642,,,,,
E0XRP4,"50/1/27 đường 59, P.14, Q.Gò Vấp, TP.HCM",6650000.0,158.33,Nhà hẻm,3.55m,12m,Nam,4.0,4.0,4.0,42m²,,,alley houses,42000.884229141666,10.835892563326777,106.66367519002307,7.311923251005899,,,,,
7EGG8A,"63/2 Liên Khu 16-18, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",7300000.0,63.58,Nhà hẻm,,,Nam,,,,,114.80m²,,alley houses,114815.97986788298,10.772082115237469,106.60965889751502,9.811299896067876,,,,,
7D8WRA,"159/48/48 Đường Trần Văn Đang, P.11, Q.3, TP.HCM",4650000.0,136.36,Nhà hẻm,3.17m,11.75m,Đông Nam,2.0,1.0,2.0,34.10m²,63m²,3m,alley houses,34100.90935758287,10.796284662277369,106.69609599688808,1.8530352360096758,,,,,
8UXAV3,"275/138/22 Quang Trung, P.10, Q.Gò Vấp, TP.HCM",6000000.0,84.15,Nhà hẻm,4.15m,14.47m,Đông Nam,2.0,1.0,2.0,71.30m²,77m²,2.15m,alley houses,71301.247771836,10.827403593010994,106.67113385204259,6.086819276498779,,,,,
74PXBA,"766/16/34A Cách Mạng Tháng Tám, P.5, Q.Tân Bình, TP.HCM",3000000.0,283.01,Nhà hẻm,3.95m,5.82m,Tây Nam,3.0,3.0,4.0,10.60m²,42.40m²,2m,alley houses,10600.332143740505,10.795268734073593,106.65457030275283,5.154955446156046,,,,,
Q56QTU,"70/18 Lò Lu, P.Long Phước, TP.Thủ Đức, TP.HCM",7600000.0,52.85,Nhà hẻm,6.02m,25.93m,Đông,8.0,8.0,1.0,143.80m²,104.80m²,3.7m,alley houses,143803.21665089877,10.845325539353356,106.74077539340011,8.56736767976279,,,,,
YFHWKD,"79/15 đường số 18, P.8, Q.Gò Vấp, TP.HCM",4500000.0,146.57,Nhà hẻm,3.4m,9m,Đông Bắc,2.0,2.0,2.0,30.70m²,55.30m²,1.74m,alley houses,30702.05362625367,10.831122526952399,106.69083712240247,5.748826929065502,,,,,
R99KKJ,"568/22 Nguyễn Ảnh Thủ, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",3700000.0,45.51,Nhà hẻm,4.94m,16.4m,Tây Nam,3.0,2.0,2.0,81.30m²,,2.5m,alley houses,81300.81300813009,10.894277257438448,106.5852142142105,17.75584810721622,,,,,
3A6YAQ,"523/53/15 Lê Đức Thọ, P.16, Q.Gò Vấp, TP.HCM",2750000.0,151.93,Nhà hẻm,3.17m,5.8m,Tây Nam,2.0,2.0,3.0,18.10m²,,,alley houses,18100.440992562362,10.83834446823952,106.67969731439993,6.8136814926463645,,,,,
SABFV5,"Cư Xá Phú Lâm D, P.10, Q.6, TP.HCM",28000000.0,209.52,Nhà hẻm,7.66m,17.2m,Đông,4.0,4.0,4.0,128.60m²,,7m,alley houses,133638.79343260787,10.736666359517532,106.64290448267693,7.773654196933184,,,,,
1A7R96,"366 Bùi Hữu Nghĩa, Gia Định, Gò Vấp, TP.HCM",5050000.0,210.41,Nhà hẻm,3.5m,7m,,4.0,3.0,3.0,,24m²,,alley houses,24000.760420132123,10.828619384975179,106.66802860893088,6.377401371289207,,,,,
7CQREA,"74/6/115 đường số 9, P.16, Q.Gò Vấp, TP.HCM",2800000.0,177.21,Nhà hẻm,2.6m,5.99m,Đông Nam,2.0,2.0,2.0,15.80m²,19.20m²,2m,alley houses,15800.462727837028,10.836794123229797,106.67434636080738,6.859337907154667,,,,,
C4Y57B,"170/16 Dương Quảng Hàm, P.5, Q.Gò Vấp, TP.HCM",4650000.0,223.98,Nhà hẻm,3.05m,5.5m,Tây Bắc,2.0,2.0,2.0,20.76m²,41.52m²,3.8m,alley houses,20760.782212697562,10.816292542710368,106.68222144509407,4.436823257999503,,,,,
KWUP6C,"50/32/8 đường số 9, P.16, Q.Gò Vấp, TP.HCM",7500000.0,129.31,Nhà hẻm,4.4m,13.13m,Tây Nam,4.0,3.0,3.0,58m²,165.10m²,8m,alley houses,58000.154667079114,10.81797050897287,106.68921312176492,4.358072903115871,,,,,
JN3ZZ0,"449/6/20 Lê Quang Định, P.12, Q.Bình Thạnh, TP.HCM",7350000.0,148.48,Nhà hẻm,6.42m,7.92m,Đông Bắc,4.0,6.0,3.0,49.50m²,,3m,alley houses,49501.61637931035,10.80824636537198,106.69596939947522,3.165923862368449,,,,,
R239KJ,"114/66 Dương Quảng Hàm, P.5, Q.Gò Vấp, TP.HCM",10200000.0,159.37,Nhà hẻm,4.13m,16.04m,Tây Bắc,5.0,5.0,6.0,64m²,,4m,alley houses,64002.007906130384,10.818580714191212,106.68993523058116,4.405025663710762,,,,,
R2UN4J,"Lê Đức Thọ, P.17, Q.Gò Vấp, TP.HCM",35500000.0,215.41,Nhà hẻm,10.2m,15.1m,Tây Bắc,25.0,25.0,6.0,164.80m²,645.30m²,4.3m,alley houses,164802.00547792582,10.824364979143787,106.68136581201128,5.295936641273824,,,,,
Q5ATDU,"Quốc lộ 1A, P.Thạnh Lộc, Q.12, TP.HCM",6650000.0,97.65,Nhà hẻm,4.5m,15.1m,Tây Bắc,3.0,4.0,4.0,68.10m²,194.30m²,4m,alley houses,68100.35842293907,10.77114065727491,106.70540082554204,1.1832471380108478,,,,,
